Tournament,Team Name,Speaker Name,Average Speaker Score,Speaker Sex
Worlds 2013,Worlds Galatasaray A,Engin Arıkan,77.77777778,Male
Worlds 2013,Worlds Galatasaray A,Akın Egemen,74.55555556,Unknown
Worlds 2013,Worlds Yonsei Underwood B,Kyung Woong Koh,72.88888889,Female
Worlds 2013,Worlds Yonsei Underwood B,SeungHun Lee,71.55555556,Unknown
Worlds 2013,Worlds Yonsei Underwood A,Yoon Ji Ko,77.44444444,Unknown
Worlds 2013,Worlds Yonsei Underwood A,SungRyul Park,77,Unknown
Worlds 2013,Worlds Texas A&M A,Syed Muhammad Taha,73.88888889,Male
Worlds 2013,Worlds Texas A&M A,Alya Al Harthy,72.22222222,Female
Worlds 2013,Worlds Texas A&M B,Muhammad Hisham Uddin,69.66666667,Male
Worlds 2013,Worlds Texas A&M B,Mohammad Hossein Ghamary,68.44444444,Male
Worlds 2013,Worlds Loyola Marymount A,Krikor Kouyoumdjian,77.33333333,Unknown
Worlds 2013,Worlds Loyola Marymount A,Bryant Lin,77.11111111,Male
Worlds 2013,Worlds Yale C,Sesenu Woldemariam,80.66666667,Unknown
Worlds 2013,Worlds Yale C,Zach Bakal,80.11111111,Male
Worlds 2013,Worlds Yale B,Andrew Connery,82.33333333,Male
Worlds 2013,Worlds Yale B,Michael Barton,81.55555556,Male
Worlds 2013,Worlds Yale A,Maxwell Dovala,81.33333333,Male
Worlds 2013,Worlds Yale A,Ben Kornfeld,81.22222222,Male
Worlds 2013,Worlds Korea A,Jee Soo Kang,77.11111111,Unknown
Worlds 2013,Worlds Korea A,Shin Jae Yong,75.22222222,Unknown
Worlds 2013,Worlds Inner Temple A,Chris McGeever,76.11111111,Male
Worlds 2013,Worlds Inner Temple A,Belize Harrison,76,Unknown
Worlds 2013,Worlds Witwatersrand C,Zuhayr Tayob,74.33333333,Male
Worlds 2013,Worlds Witwatersrand C,Athinangamso Esther Nkopo,72.33333333,Unknown
Worlds 2013,Worlds Ateneo Manila C,Nicolo Antonio Fortuna,80.22222222,Male
Worlds 2013,Worlds Ateneo Manila C,Dwight Garvy Tan,78.88888889,Male
Worlds 2013,Worlds Int Christian A,Shunichi Arai,73.88888889,Male
Worlds 2013,Worlds Int Christian A,Yuki Tanaka,72.66666667,Female
Worlds 2013,Worlds Ljubljana A,Barbara Zitek,73.66666667,Female
Worlds 2013,Worlds Ljubljana A,Miha Medvedsek,73.66666667,Male
Worlds 2013,Worlds Griffith A,Josh Taylor,80.11111111,Male
Worlds 2013,Worlds Griffith A,Jessica Musulin,79.55555556,Female
Worlds 2013,Worlds NUDT Hunan A,QU Jingwen,72.77777778,Unknown
Worlds 2013,Worlds NUDT Hunan A,XU Yingxue,71.55555556,Unknown
Worlds 2013,Worlds ULU A,Pam Cohn,84.88888889,Female
Worlds 2013,Worlds ULU A,Catherine Murphy,84.77777778,Female
Worlds 2013,Worlds Nankai A,Yu Ma,73.44444444,Unknown
Worlds 2013,Worlds Nankai A,Youxin Kong,72.55555556,Unknown
Worlds 2013,Worlds Melopolole A,Mr Gerald Tshireletso Mzwinila,74.33333333,Unknown
Worlds 2013,Worlds Melopolole A,Bruce Leonard Nkgakile,73.33333333,Male
Worlds 2013,Worlds UCC Law A,Aaron Vickery,76.55555556,Male
Worlds 2013,Worlds UCC Law A,Ronan Fitzpatrick,76.22222222,Male
Worlds 2013,Worlds UCC Law B,Garrett Mulrain,73.77777778,Male
Worlds 2013,Worlds UCC Law B,Fiachra Wall,73.33333333,Male
Worlds 2013,Worlds IT Bandung A,Kirana Kania,73.22222222,Unknown
Worlds 2013,Worlds IT Bandung A,Jane Revevalin,73.22222222,Female
Worlds 2013,Worlds Sydney B,Paul Karp,83.88888889,Male
Worlds 2013,Worlds Sydney B,Dominic Bowes,83.55555556,Male
Worlds 2013,Worlds Sydney C,Eleanor Gordon-Smith,73,Female
Worlds 2013,Worlds Sydney C,Joanna Connolly,71.88888889,Female
Worlds 2013,Worlds Sydney A,Elle Jones,83.22222222,Female
Worlds 2013,Worlds Sydney A,Daniel Swain,81.88888889,Male
Worlds 2013,Worlds Alaska A,Brittany Bennett,77.66666667,Female
Worlds 2013,Worlds Alaska A,Kelsey Waldorf,77,Female
Worlds 2013,Worlds UT Jamaica A,Chris-Ann Thomas,71.88888889,Unknown
Worlds 2013,Worlds UT Jamaica A,Germaine Barrett,71.44444444,Female
Worlds 2013,Worlds Carleton B,Will Onyeaju,75.33333333,Male
Worlds 2013,Worlds Carleton B,AJ Cormier,75.22222222,Unknown
Worlds 2013,Worlds MARA Techology A,Maizura Mokhsein,76.55555556,Unknown
Worlds 2013,Worlds MARA Techology A,Atiqah Zaki,75.88888889,Unknown
Worlds 2013,Worlds Carleton A,Cameron Climie,76.33333333,Male
Worlds 2013,Worlds Carleton A,Meghan Ackland,74.22222222,Female
Worlds 2013,Worlds Vermont B,Sarina Selleck,77.11111111,Female
Worlds 2013,Worlds Vermont B,Rebecca White,76.33333333,Female
Worlds 2013,Worlds DLSU A,Ira Gayll C. Zamudio,77.33333333,Female
Worlds 2013,Worlds DLSU A,Mark Joseph D. Escay,76.55555556,Male
Worlds 2013,Worlds DLSU B,Christopher Chong,71.33333333,Male
Worlds 2013,Worlds DLSU B,Symon Siman,71,Male
Worlds 2013,Worlds Vermont A,Drew Adamczyk,78.11111111,Male
Worlds 2013,Worlds Vermont A,Mariel Golden,76.66666667,Female
Worlds 2013,Worlds Mandalay A,Phyo Kyaw Kyaw,63.44444444,Unknown
Worlds 2013,Worlds Mandalay A,Aye Hnin Yee Thant,63.22222222,Unknown
Worlds 2013,Worlds Stellenbosch A,Wiaan Visser,75.22222222,Unknown
Worlds 2013,Worlds Stellenbosch A,Alma Diamond,65.33333333,Female
Worlds 2013,Worlds Harvard B,Julia Clark,79.44444444,Female
Worlds 2013,Worlds Harvard B,William Ryan,78.44444444,Male
Worlds 2013,Worlds Williams A,David Michael,76.11111111,Male
Worlds 2013,Worlds Williams A,Jesse Freeman,75.88888889,Male
Worlds 2013,Worlds Can Tho A,Bang Trinh Duy,65,Unknown
Worlds 2013,Worlds Can Tho A,Anh Nguyen Duy,64.66666667,Female
Worlds 2013,Worlds Waseda B,Ryosuke Takahashi,73.55555556,Male
Worlds 2013,Worlds Waseda B,Masanori Hayashi,73.55555556,Male
Worlds 2013,Worlds Waseda A,Junko Nakano,73.66666667,Female
Worlds 2013,Worlds Waseda A,Takenori Hayashi,73.33333333,Male
Worlds 2013,Worlds NE Moscow A,Dmitry Terpelov,70,Male
Worlds 2013,Worlds NE Moscow A,Artur Siliverstov,69.66666667,Male
Worlds 2013,Worlds Columbia A,Alexander McHale,77.22222222,Male
Worlds 2013,Worlds Columbia A,Joseph Eddy,76.77777778,Male
Worlds 2013,Worlds Columbia B,Adele Zhang,75.33333333,Female
Worlds 2013,Worlds Columbia B,Hussein Elbakri,74.88888889,Male
Worlds 2013,Worlds Columbia C,Rohan Grey,75.77777778,Male
Worlds 2013,Worlds Columbia C,Ramya Ravishankar,74.55555556,Unknown
Worlds 2013,Worlds Tel Aviv A,Alon Cohen,76.33333333,Male
Worlds 2013,Worlds Tel Aviv A,Ro'ee Levy,76,Unknown
Worlds 2013,Worlds Tel Aviv B,Yael Bezalel,76.88888889,Female
Worlds 2013,Worlds Tel Aviv B,Oren Danieli,76,Male
Worlds 2013,Worlds Newcastle A,Jack Burton,76.22222222,Male
Worlds 2013,Worlds Newcastle A,Paul Frew,75.77777778,Male
Worlds 2013,Worlds Gadjah Mada A,Erwina Salsabila,73.66666667,Female
Worlds 2013,Worlds Gadjah Mada A,Novelisa Wirid,73.55555556,Unknown
Worlds 2013,Worlds Bangladesh UP A,Anik Sinha,72,Unknown
Worlds 2013,Worlds Bangladesh UP A,Asif Hossain,71.11111111,Male
Worlds 2013,Worlds Extremadura A,Gonzalo Alonso Pinto,69,Male
Worlds 2013,Worlds Extremadura A,Carlos Seseña Baquero,68.66666667,Male
Worlds 2013,Worlds Queensland A,Kristen Price,81.22222222,Female
Worlds 2013,Worlds Queensland A,Anthony Smith,80.88888889,Male
Worlds 2013,Worlds Queensland B,Alex O'Hara,80,Male
Worlds 2013,Worlds Queensland B,Emily Chalk,79.88888889,Female
Worlds 2013,Worlds HSE Moscow A,Ilya Androsov,74.33333333,Male
Worlds 2013,Worlds HSE Moscow A,Veronika Nikitina,73.44444444,Female
Worlds 2013,Worlds Pretoria A,Brynne Guthrie,78.66666667,Unknown
Worlds 2013,Worlds Pretoria A,Ansuya Rungasamy,77.77777778,Unknown
Worlds 2013,Worlds Ben Gurion B,Avishai Tsur,75,Male
Worlds 2013,Worlds Ben Gurion B,Mor Zoran,74.55555556,Male
Worlds 2013,Worlds Ben Gurion A,Ori Noked,75.44444444,Male
Worlds 2013,Worlds Ben Gurion A,Monica Forman,74.33333333,Female
Worlds 2013,Worlds Sun-Yat-Sen A,Hu Xinhe,72.77777778,Unknown
Worlds 2013,Worlds Sun-Yat-Sen A,Mo Yingyin,72.33333333,Male
Worlds 2013,Worlds APUTI Malaysia A,Moustafa Mahmoud T. A. H.Elbadwihi,75.77777778,Male
Worlds 2013,Worlds APUTI Malaysia A,Behrad Taadoli,74.22222222,Male
Worlds 2013,Worlds CUHK A,Ka Wa Chan,68.44444444,Unknown
Worlds 2013,Worlds CUHK A,Ka Ho Choi,67.88888889,Unknown
Worlds 2013,Worlds Singidunum A,Marija Simic,74.33333333,Female
Worlds 2013,Worlds Singidunum A,Dino Ibisbegovic,73.55555556,Male
Worlds 2013,Worlds HKUST Hong Kong A,Shengyue Nan,71.33333333,Unknown
Worlds 2013,Worlds HKUST Hong Kong A,Sathish Raghuraman,70.66666667,Unknown
Worlds 2013,Worlds Peking A,Xue Boyang,72.22222222,Unknown
Worlds 2013,Worlds Peking A,Jingchao Gong,71.88888889,Unknown
Worlds 2013,Worlds UCD Law B,Aengus Boyle,77.77777778,Male
Worlds 2013,Worlds UCD Law B,Austin Conlon,76.66666667,Male
Worlds 2013,Worlds UCD Law A,Peadar Keegan,75.11111111,Male
Worlds 2013,Worlds UCD Law A,Ciara Gallagher,74.66666667,Female
Worlds 2013,Worlds Cambridge C,Akshay Karia,78.22222222,Unknown
Worlds 2013,Worlds Cambridge C,Ben Mak,77.33333333,Male
Worlds 2013,Worlds Cambridge B,Jei Wei,79.88888889,Unknown
Worlds 2013,Worlds Cambridge B,Freddy Powell,79.77777778,Male
Worlds 2013,Worlds Cambridge A,Rebecca Meredith,82.33333333,Female
Worlds 2013,Worlds Cambridge A,Ashish Kumar,82.33333333,Male
Worlds 2013,Worlds Lahore SE A,Shahraiz Javed Chisti,74.33333333,Unknown
Worlds 2013,Worlds Lahore SE A,Syed Zarak Shah,73.55555556,Male
Worlds 2013,Worlds IUT Bangladesh B,Mehedi Hossain,72.22222222,Unknown
Worlds 2013,Worlds IUT Bangladesh B,Rifad Hossain,70.55555556,Unknown
Worlds 2013,Worlds IUT Bangladesh A,Shihab Nayeem Ahmed,72.33333333,Male
Worlds 2013,Worlds IUT Bangladesh A,Nazmus Sakib,71.33333333,Unknown
Worlds 2013,Worlds Bates A,Ben Smith,78,Male
Worlds 2013,Worlds Bates A,Catherine Djang,77.44444444,Female
Worlds 2013,Worlds UCL A,Danitza Hon,76,Unknown
Worlds 2013,Worlds UCL A,Emily Hilton,75.44444444,Female
Worlds 2013,Worlds Ottawa A,Lucy Ellis,75.55555556,Female
Worlds 2013,Worlds Ottawa A,Daniel Nowoselski,74.77777778,Male
Worlds 2013,Worlds Witwatersrand A,Christopher Wood,80.88888889,Male
Worlds 2013,Worlds Witwatersrand A,Michael Macklin,80.77777778,Male
Worlds 2013,Worlds Coop Colombia A,Jairo Andrés Cortes Torres,64.11111111,Male
Worlds 2013,Worlds Coop Colombia A,Mauricio Alexander Yandar Paz,63,Male
Worlds 2013,Worlds Witwatersrand B,Limpho Moeti,74.88888889,Unknown
Worlds 2013,Worlds Witwatersrand B,Danielle Sherlock,74.55555556,Female
Worlds 2013,Worlds Ball State A,Caitlin Bartnik,73.44444444,Female
Worlds 2013,Worlds Ball State A,Dakota Wappes,73.44444444,Male
Worlds 2013,Worlds SSE Stockholm A,Gustaf Lundgren,76.55555556,Male
Worlds 2013,Worlds SSE Stockholm A,Johan Båge,75.77777778,Male
Worlds 2013,Worlds NULA Ukraine A,Stanislav Myronenko,71.66666667,Male
Worlds 2013,Worlds NULA Ukraine A,Fedir Venislavskyi,70.33333333,Male
Worlds 2013,Worlds Limerick A,Darragh Roche,77.88888889,Male
Worlds 2013,Worlds Limerick A,Michelle Coyle,77.22222222,Female
Worlds 2013,Worlds Tilburg A,Lenka Habetinova,74.11111111,Female
Worlds 2013,Worlds Tilburg A,Lukas Beise,73.44444444,Male
Worlds 2013,Worlds Wilfrid Laurier A,Bradley Wilkinson,75.66666667,Male
Worlds 2013,Worlds Wilfrid Laurier A,Alisha Harkness,75.11111111,Female
Worlds 2013,Worlds Wilfrid Laurier B,Matt Casselman,72.88888889,Male
Worlds 2013,Worlds Wilfrid Laurier B,George Lifchits,71.11111111,Male
Worlds 2013,Worlds Saskatchewan A,Dylan Hardy,78.66666667,Male
Worlds 2013,Worlds Saskatchewan A,Michael Warren,77.55555556,Male
Worlds 2013,Worlds Nottingham A,Jennie Hope,76,Female
Worlds 2013,Worlds Nottingham A,James Manning,74.22222222,Male
Worlds 2013,Worlds Nottingham C,Andrew Jenkins,75.55555556,Male
Worlds 2013,Worlds Nottingham C,Sam Greenwood,74.77777778,Male
Worlds 2013,Worlds Nottingham B,Krit Dwivedi,75.22222222,Unknown
Worlds 2013,Worlds Nottingham B,Nathan Chalk,75.11111111,Male
Worlds 2013,Worlds Musamus A,Desy Eva Laila Rokhmah,63.77777778,Unknown
Worlds 2013,Worlds Musamus A,Hastuti Dwi Virgita,60.44444444,Unknown
Worlds 2013,Worlds TEC Mexico A,Rodolfo Flores Méndez,75.66666667,Male
Worlds 2013,Worlds TEC Mexico A,David Alatorre López,75,Male
Worlds 2013,Worlds UT Sydney A,Natalie Mendes,75.88888889,Female
Worlds 2013,Worlds UT Sydney A,Wing Shum,75.22222222,Unknown
Worlds 2013,Worlds Canterbury A,Tom O'Brien,79,Male
Worlds 2013,Worlds Canterbury A,Jess Davies,78.88888889,Male
Worlds 2013,Worlds ISA Moscow A,Ryazanov Vasily,69,Unknown
Worlds 2013,Worlds ISA Moscow A,Sheiko Sophi,68.22222222,Unknown
Worlds 2013,Worlds Warwick C,Rhys Walker,77.55555556,Male
Worlds 2013,Worlds Warwick C,Eliot Pallot,76.66666667,Male
Worlds 2013,Worlds Warwick B,Ed Mancey,77.33333333,Male
Worlds 2013,Worlds Warwick B,Duncan Mitchell,76.44444444,Male
Worlds 2013,Worlds Warwick A,Steven Rajavinothan,80.77777778,Male
Worlds 2013,Worlds Warwick A,Richard Hopps,80.44444444,Male
Worlds 2013,Worlds Twente A,Stijn van Ewijk,73,Male
Worlds 2013,Worlds Twente A,Anne-Greeth van Herwijnen,70.77777778,Unknown
Worlds 2013,Worlds KU Nepal A,Smarika K.C,66,Unknown
Worlds 2013,Worlds KU Nepal A,Samiksha Neupane,66,Unknown
Worlds 2013,Worlds KC London A,Andrea Bos,76,Female
Worlds 2013,Worlds KC London A,Cerys Bradley,75.11111111,Female
Worlds 2013,Worlds Victoria B,Brendan Martin,77.33333333,Male
Worlds 2013,Worlds Victoria B,Anne McKinnon-Yeomans,72.66666667,Female
Worlds 2013,Worlds Victoria A,Devon Black,78.88888889,Male
Worlds 2013,Worlds Victoria A,Emma Litzcke,77.66666667,Female
Worlds 2013,Worlds Metropolitana A,Arturo Sangiao,69.22222222,Male
Worlds 2013,Worlds Metropolitana A,Andrea Rodriguez,68.44444444,Female
Worlds 2013,Worlds Kiel A,Rauad Abagela,71,Unknown
Worlds 2013,Worlds Kiel A,Aleksander Markovic,69.88888889,Male
Worlds 2013,Worlds Brandeis A,Keith Barry,78.44444444,Male
Worlds 2013,Worlds Brandeis A,Russell Leibowitz,78.22222222,Male
Worlds 2013,Worlds EKU Tübingen A,Konrad Gütschow,74.22222222,Male
Worlds 2013,Worlds EKU Tübingen A,Nikos Bosse,73.33333333,Male
Worlds 2013,Worlds NU Laos A,Khonephachanh Syboun,23.44444444,Unknown
Worlds 2013,Worlds NU Laos A,Dalavanh Khattignavong,23,Unknown
Worlds 2013,Worlds New Jersey A,Andrew Miller,70.22222222,Male
Worlds 2013,Worlds New Jersey A,Priya Dalal,69.55555556,Female
Worlds 2013,Worlds New Jersey B,Prashanth Palvannan,76.88888889,Unknown
Worlds 2013,Worlds New Jersey B,Arjun Gupta,75.55555556,Male
Worlds 2013,Worlds RRIS A,Alon van Dam,76.77777778,Male
Worlds 2013,Worlds RRIS A,Ben Gladnikoff,76.55555556,Male
Worlds 2013,Worlds Utrecht A,Arielle Dundas,77,Female
Worlds 2013,Worlds Utrecht A,Heleen van t' Spijker,76.22222222,Female
Worlds 2013,Worlds Keio B,Yuki Oka,73.44444444,Female
Worlds 2013,Worlds Keio B,Mitsushi Ono,73.33333333,Unknown
Worlds 2013,Worlds Utrecht C,Victor Jansen Schipper,74.77777778,Male
Worlds 2013,Worlds Utrecht C,Niels Koemans,74.11111111,Male
Worlds 2013,Worlds Brown A,Samantha Sanders,75.66666667,Female
Worlds 2013,Worlds Brown A,Young Seol,75.66666667,Female
Worlds 2013,Worlds ALU Freiburg A,Jannis Benedikt Limperg,73.66666667,Male
Worlds 2013,Worlds ALU Freiburg A,Johannes Samlenski,72.22222222,Male
Worlds 2013,Worlds Macau A,Alex Lam Chi Un,72.22222222,Male
Worlds 2013,Worlds Macau A,Helen Lao,71.88888889,Female
Worlds 2013,Worlds Roosevelt A,Bionda Merckens,76.44444444,Female
Worlds 2013,Worlds Roosevelt A,Bas Tonissen,76.33333333,Male
Worlds 2013,Worlds Bauman A,Pavel Kaskuba,74.22222222,Male
Worlds 2013,Worlds Bauman A,Anna Miritskaya,73.66666667,Female
Worlds 2013,Worlds UCD L&H A,Christine Simpson,83.88888889,Female
Worlds 2013,Worlds UCD L&H A,Mark Haughton,83.11111111,Male
Worlds 2013,Worlds Duke A,Samantha Lachman,76.44444444,Female
Worlds 2013,Worlds Duke A,Jing Song Ng,75.33333333,Unknown
Worlds 2013,Worlds UCD L&H C,Helen Lawless,77.88888889,Female
Worlds 2013,Worlds UCD L&H C,Peter Murphy,77.22222222,Male
Worlds 2013,Worlds UCD L&H B,Michael O'Dwyer,81,Male
Worlds 2013,Worlds UCD L&H B,Hannah Lucey,80.55555556,Female
Worlds 2013,Worlds TCD Phil A,Adam Noonan,81,Male
Worlds 2013,Worlds TCD Phil A,John Engle,80.88888889,Male
Worlds 2013,Worlds BBU Romania A,Radu Cotarcea,77.77777778,Male
Worlds 2013,Worlds BBU Romania A,Octav Buta,76,Unknown
Worlds 2013,Worlds Heidelberg A,Jan Simon Ohmstedt,73.11111111,Male
Worlds 2013,Worlds Heidelberg A,Lucas Danco,73.11111111,Male
Worlds 2013,Worlds CNA Qatar A,Ferras Mohssen,69.44444444,Unknown
Worlds 2013,Worlds CNA Qatar A,Ariba Ghani,69.44444444,Unknown
Worlds 2013,Worlds US AFA A,Reuben Luoma-Overstreet,74.66666667,Male
Worlds 2013,Worlds US AFA A,Michael Whiteside,74.33333333,Male
Worlds 2013,Worlds US AFA B,Harriet Randolph,76.11111111,Female
Worlds 2013,Worlds US AFA B,Stephen Beaton,75.22222222,Male
Worlds 2013,Worlds HUST Harbin A,Hailiang Sun,51.44444444,Unknown
Worlds 2013,Worlds HUST Harbin A,Jingyi Tian,45.44444444,Unknown
Worlds 2013,Worlds LMU Munich A,Marco Witzmann,76.44444444,Male
Worlds 2013,Worlds LMU Munich A,Wladislaw Jachtchenko,75.55555556,Male
Worlds 2013,Worlds LMU Munich B,Benjamin Siegel,71,Male
Worlds 2013,Worlds LMU Munich B,Richard Wolff,70.55555556,Male
Worlds 2013,Worlds CU Prague A,Petr Pospisil,68.66666667,Male
Worlds 2013,Worlds CU Prague A,Tomas Fiala,68.55555556,Male
Worlds 2013,Worlds Lund A,Emilia Carlquist,74.11111111,Female
Worlds 2013,Worlds Lund A,Anders Aldvin,74,Male
Worlds 2013,Worlds Beijing LCU A,Yawen Chen (Irene),72.11111111,Unknown
Worlds 2013,Worlds Beijing LCU A,Li Manhua,71.77777778,Unknown
Worlds 2013,Worlds Manchester A,Emma Bean,75.33333333,Female
Worlds 2013,Worlds Manchester A,Rebecca Montacute,75,Female
Worlds 2013,Worlds Hart House A,Steven Penner,81.55555556,Male
Worlds 2013,Worlds Hart House A,Louis Tsilivis,81.55555556,Male
Worlds 2013,Worlds West Indies Mona A,Mikhail Williams,73,Male
Worlds 2013,Worlds West Indies Mona A,Jared Brewster,72.66666667,Male
Worlds 2013,Worlds BBU Romania C,Bianca Prunea,75.22222222,Female
Worlds 2013,Worlds BBU Romania C,Ioana Georgescu,75,Female
Worlds 2013,Worlds BBU Romania B,Calin Muresanu,75.88888889,Unknown
Worlds 2013,Worlds BBU Romania B,Ioana Stupariu,75.77777778,Female
Worlds 2013,Worlds Duke C,Grace Zhou,76.88888889,Female
Worlds 2013,Worlds Duke C,Harry Liberman,76.22222222,Male
Worlds 2013,Worlds Duke B,Evan Williams,76.22222222,Male
Worlds 2013,Worlds Duke B,Erin Sweeney,75.22222222,Female
Worlds 2013,Worlds North West A,Johann Coetzee,73.77777778,Male
Worlds 2013,Worlds North West A,Michelle Groenewald,72.88888889,Female
Worlds 2013,Worlds Muenster A,Adrian Gombert,73.44444444,Male
Worlds 2013,Worlds Muenster A,Johannes Haug,73.22222222,Male
Worlds 2013,Worlds Kaplan LS A,Stuart Cribb,80.66666667,Male
Worlds 2013,Worlds Kaplan LS A,Charlotte Thomas,80.11111111,Female
Worlds 2013,Worlds Smith College A,Molly Lonigan,75.55555556,Female
Worlds 2013,Worlds Smith College A,Elizabeth Anne Heise,74.33333333,Female
Worlds 2013,Worlds Padjadjaran A,Dimas Aditya Hanandito,73.55555556,Male
Worlds 2013,Worlds Padjadjaran A,Muhammad Erfan Supradhono,73.44444444,Male
Worlds 2013,Worlds ITESM Santa Fe A,Montserrat Legorreta Luna,71,Female
Worlds 2013,Worlds ITESM Santa Fe A,Juan Reynaldo Yruegas Almanza,70.44444444,Male
Worlds 2013,Worlds FAST-NU A,Uzair Mahmood Ghumman,71.88888889,Unknown
Worlds 2013,Worlds FAST-NU A,Ibrahim Younas,71.22222222,Male
Worlds 2013,Worlds Binus Indonesia A,Rosmiyana,73,Unknown
Worlds 2013,Worlds Binus Indonesia A,Sabarudin Adinugroho,72.77777778,Unknown
Worlds 2013,Worlds Tianjin FS A,Yang Wenjing,72.22222222,Unknown
Worlds 2013,Worlds Tianjin FS A,Xiaoting Huang,71.66666667,Unknown
Worlds 2013,Worlds Porto A,Ary Ferreira da Cunha,76.77777778,Male
Worlds 2013,Worlds Porto A,Tiago Vieira Laranjeiro,74.66666667,Male
Worlds 2013,Worlds Porto B,Angelo Teles,71.77777778,Male
Worlds 2013,Worlds Porto B,Rita Moreira,69.44444444,Female
Worlds 2013,Worlds North South A,Saad Bin Amjad,74.88888889,Male
Worlds 2013,Worlds North South A,Md. Kaisar Kabir,73.88888889,Unknown
Worlds 2013,Worlds Otago C,Paul Hunt,78.11111111,Male
Worlds 2013,Worlds Otago C,Alice Sowry,76.88888889,Female
Worlds 2013,Worlds Otago B,John Brinsley-Pirie,79.77777778,Male
Worlds 2013,Worlds Otago B,Kurt Purdon,79.44444444,Male
Worlds 2013,Worlds Morehouse A,Chris Fortson,74.66666667,Male
Worlds 2013,Worlds Morehouse A,Nicholas Bacon,74.33333333,Male
Worlds 2013,Worlds IIU Kuantan A,Sarah Ileen Liew,72.88888889,Female
Worlds 2013,Worlds IIU Kuantan A,Azmad Kareem,72.11111111,Unknown
Worlds 2013,Worlds Edinburgh A,Andrew Beverstock,77.22222222,Male
Worlds 2013,Worlds Edinburgh A,Benjamin Lau,77,Male
Worlds 2013,Worlds KwaZulu-Natal A,Kameel Premhid,77.55555556,Unknown
Worlds 2013,Worlds KwaZulu-Natal A,Seham Areff,77.11111111,Unknown
Worlds 2013,Worlds CU Hong Kong A,Sze Chuen Shing Alan,73,Unknown
Worlds 2013,Worlds CU Hong Kong A,Kwok Hoi Kit Victor,72.44444444,Unknown
Worlds 2013,Worlds George Fox A,Brice Ezell,76.55555556,Male
Worlds 2013,Worlds George Fox A,Stephen Kenyon,75.88888889,Male
Worlds 2013,Worlds Wawasan Open A,Sophia Ong,74.22222222,Female
Worlds 2013,Worlds Wawasan Open A,Sailesh Choytooa,73.11111111,Unknown
Worlds 2013,Worlds UBC C,Vitor Cid,76.22222222,Unknown
Worlds 2013,Worlds UBC C,Douglas Feltham,76,Male
Worlds 2013,Worlds UBC B,Kees de Ridder,77,Male
Worlds 2013,Worlds UBC B,Reid Marcus,76.33333333,Male
Worlds 2013,Worlds UBC A,Kaja Marinic,79.55555556,Female
Worlds 2013,Worlds UBC A,Vivian Dong,78,Female
Worlds 2013,Worlds New South Wales B,Angela Kintominas,79.77777778,Female
Worlds 2013,Worlds New South Wales B,Ben Williams,79.33333333,Male
Worlds 2013,Worlds New South Wales C,Justin Chan,79.22222222,Male
Worlds 2013,Worlds New South Wales C,Pramudie Gunaratne,79.11111111,Unknown
Worlds 2013,Worlds New South Wales A,David Maher,79.66666667,Male
Worlds 2013,Worlds New South Wales A,David Ong,78.33333333,Male
Worlds 2013,Worlds Yogyakarta A,Retno Rahma Safitri,70.66666667,Unknown
Worlds 2013,Worlds Yogyakarta A,Niki Septy Praweri,70.55555556,Female
Worlds 2013,Worlds KDU Malaysia A,Thiveyen Kathirrasan,74.88888889,Unknown
Worlds 2013,Worlds KDU Malaysia A,Ho Jen Zen,74.44444444,Male
Worlds 2013,Worlds Arts Belgrade A,Predrag Tanackovic,72.55555556,Male
Worlds 2013,Worlds Arts Belgrade A,Damjan Ilic,72.44444444,Male
Worlds 2013,Worlds Fudan A,YiZheng,70.33333333,Unknown
Worlds 2013,Worlds Fudan A,Mo Wang,69.77777778,Male
Worlds 2013,Worlds Alberta A,Robert Lees-Miller,79.22222222,Male
Worlds 2013,Worlds Alberta A,Catherine Fan,79.11111111,Female
Worlds 2013,Worlds UCC Law C,Aisling Galvin,74.11111111,Female
Worlds 2013,Worlds UCC Law C,Conor O'Brien,72.88888889,Male
Worlds 2013,Worlds Zimbabwe DU A,Nozithelo V Ncube,72,Unknown
Worlds 2013,Worlds Zimbabwe DU A,Nomathamsanqa C Ncube,71.88888889,Unknown
Worlds 2013,Worlds ITA Mexico A,Jesus Romo Morales,75.88888889,Male
Worlds 2013,Worlds ITA Mexico A,Arturo Cuevas Bautista,74.55555556,Male
Worlds 2013,Worlds Koc A,Berkay Ozludil,75.66666667,Male
Worlds 2013,Worlds Koc A,Ece Ozenir,75.11111111,Female
Worlds 2013,Worlds Bogazici B,Esra Şimşek,72,Female
Worlds 2013,Worlds Bogazici B,Hubeyb Kabulantok,70.44444444,Unknown
Worlds 2013,Worlds Bogazici C,Abdülhamit Gülhan,68.44444444,Unknown
Worlds 2013,Worlds Bogazici C,Gizem Eken,67.33333333,Female
Worlds 2013,Worlds Bogazici A,Melda Eren,73,Female
Worlds 2013,Worlds Bogazici A,Efe Ünsal,72.88888889,Male
Worlds 2013,Worlds New York A,Shomik Ghosh,80.77777778,Unknown
Worlds 2013,Worlds New York A,Daniel Ehrlich,80.22222222,Male
Worlds 2013,Worlds Sheffield A,Charlie Morris,78.66666667,Male
Worlds 2013,Worlds Sheffield A,Pete Doughton,78.44444444,Male
Worlds 2013,Worlds Mostar A,Marko Kovačević,72.11111111,Male
Worlds 2013,Worlds Mostar A,Marin Vican,70.77777778,Male
